Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date
#ShameonAmerica for #Celebrating #BrianThompsonAssassination I understand that people are hurt by #UnitedHealthcare but violence is not the answer. I feel sorry for this generation that enjoy post videos on #TikTok and other social media & all these #computergangsters,11,11_killer_killed_fatally_assassin,"['killer', 'killed', 'fatally', 'assassin', 'unitedhealth', 'slain', 'brianthompson', 'unitedhealthcareceo', 'brianthompsonassassination', 'gunned']","['The leader of UnitedHealth Group wrote that the health insurance executive gunned down on a Manhattan sidewalk last week cared about consumers and was working to make the system better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']",killer - killed - fatally - assassin - unitedhealth - slain - brianthompson - unitedhealthcareceo - brianthompsonassassination - gunned,False,12/12/2024 10:22
"This is who Luigi shot

""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…",20,20_bill_poor_socialists_based,"['bill', 'poor', 'socialists', 'based', 'companies', 'employees', 'evidence', 'payer', 'hospital', 'cause']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\r\n\r\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']",bill - poor - socialists - based - companies - employees - evidence - payer - hospital - cause,True,12/12/2024 7:11
UPDATE:  says the professor who celebrated Brian Thompson’s m*rder will face no consequences because she issued this half-baked insincere non-apology,8,8_condolences_killer_assassin_news,"['condolences', 'killer', 'assassin', 'news', 'shot', 'bullet', 'bullets', 'incident', 'god', 'colleagues']","['JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\r\n\r\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \r\n\r\nBrian has a family and two innocent children 🧒 so he deserves justice..\r\nJustice for #BrianThompson \r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'Justice for Brian Thompson.']",condolences - killer - assassin - news - shot - bullet - bullets - incident - god - colleagues,False,12/12/2024 5:48
Brian Thompson was an innocent man.,18,18_celebration_guy_stephens_better,"['celebration', 'guy', 'stephens', 'better', 'fucking', 'hero', 'shot', 'ya', 'innocent', 'damning']","['Brian Thompson was an innocent man.', 'You do realize that Brian Thompson was also \r\nan innocent person, right?', 'Brian Thompson was an innocent person.']",celebration - guy - stephens - better - fucking - hero - shot - ya - innocent - damning,True,12/12/2024 5:45
"This! ⬇️. Ironic Luigi grew up affluent, Ivy League educ., while Brian (the victim, since no one says it - his name was “BRIAN THOMPSON”, and HE WAS A HUMAN BEING and LOVED!!) grew up working class, went to a state university and got a Business Admin. degree (both like me).",5,5_died_killed_murderous_heroic,"['died', 'killed', 'murderous', 'heroic', 'nick', 'death', 'guy', 'rampage', 'poor', 'victim']","['This! ⬇️. Ironic Luigi grew up affluent, Ivy League educ., while Brian (the victim, since no one says it - his name was “BRIAN THOMPSON”, and HE WAS A HUMAN BEING and LOVED!!) grew up working class, went to a state university and got a Business Admin. degree (both like me).', 'Dude is from a wealthy family and went to an ivy league school. The person he killed rose up the ranks from a small town and worked through college. Fuck everything about Luigi and his fake plight.', 'Rittenhouse shot in self defense those attacking him. Penny saved people from a violent man who died of medical issues & drugs & was alive when police arrived\r\n\r\nLuigi is a spoiled rich kid who shot a father & husband in the back who grew up poor on a farm & improved insurance care']",died - killed - murderous - heroic - nick - death - guy - rampage - poor - victim,True,12/12/2024 5:28
"Sen. Elizabeth Warren condemned the assassination of UnitedHealthcare CEO Brian Thompson, acknowledging the frustration many feel toward insurance companies. While she stressed that violence is never justified, she noted it's a warning for the healthcare system. The tragedy…",19,19_murderer_ceos_healthcare_insurance,"['murderer', 'ceos', 'healthcare', 'insurance', 'warren', 'trump', 'sanders', 'tragedy', 'senator', 'support']","['WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" \r\n\r\nThese people are literally INSANE… 🤡', 'Oh, look. It\'s CNN\'s Jake Tapper doing a segment with correspondent Clare Duffy normalizing & giving credence to those celebrating the murder of the UnitedHealthCare CEO, arguing the celebrations are ""interesting"" & ""none of us support murder...BUT BUT these are real struggles""', ""The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…""]",murderer - ceos - healthcare - insurance - warren - trump - sanders - tragedy - senator - support,False,12/12/2024 4:50
"You do realize that Brian Thompson was also 
an innocent person, right?",18,18_celebration_guy_stephens_better,"['celebration', 'guy', 'stephens', 'better', 'fucking', 'hero', 'shot', 'ya', 'innocent', 'damning']","['Brian Thompson was an innocent man.', 'You do realize that Brian Thompson was also \r\nan innocent person, right?', 'Brian Thompson was an innocent person.']",celebration - guy - stephens - better - fucking - hero - shot - ya - innocent - damning,True,12/12/2024 4:44
"anyone that celebrates the murder of a person is a disease on humanity

Luigi is a murderer and should be stored in Epstein's cell

you America hating slugs are ridden with guilt and infected with the liberal mind virus",5,5_died_killed_murderous_heroic,"['died', 'killed', 'murderous', 'heroic', 'nick', 'death', 'guy', 'rampage', 'poor', 'victim']","['This! ⬇️. Ironic Luigi grew up affluent, Ivy League educ., while Brian (the victim, since no one says it - his name was “BRIAN THOMPSON”, and HE WAS A HUMAN BEING and LOVED!!) grew up working class, went to a state university and got a Business Admin. degree (both like me).', 'Dude is from a wealthy family and went to an ivy league school. The person he killed rose up the ranks from a small town and worked through college. Fuck everything about Luigi and his fake plight.', 'Rittenhouse shot in self defense those attacking him. Penny saved people from a violent man who died of medical issues & drugs & was alive when police arrived\r\n\r\nLuigi is a spoiled rich kid who shot a father & husband in the back who grew up poor on a farm & improved insurance care']",died - killed - murderous - heroic - nick - death - guy - rampage - poor - victim,False,12/12/2024 4:44
"Brian Thompson was an innocent person, you moral midgets",18,18_celebration_guy_stephens_better,"['celebration', 'guy', 'stephens', 'better', 'fucking', 'hero', 'shot', 'ya', 'innocent', 'damning']","['Brian Thompson was an innocent man.', 'You do realize that Brian Thompson was also \r\nan innocent person, right?', 'Brian Thompson was an innocent person.']",celebration - guy - stephens - better - fucking - hero - shot - ya - innocent - damning,False,12/12/2024 4:27
Justice must prevail for Brian Thompson 👌,8,8_condolences_killer_assassin_news,"['condolences', 'killer', 'assassin', 'news', 'shot', 'bullet', 'bullets', 'incident', 'god', 'colleagues']","['JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\r\n\r\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \r\n\r\nBrian has a family and two innocent children 🧒 so he deserves justice..\r\nJustice for #BrianThompson \r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'Justice for Brian Thompson.']",condolences - killer - assassin - news - shot - bullet - bullets - incident - god - colleagues,False,12/12/2024 4:12
Rest in peace Brian Thompson.,24,24_posthumously_mourn_mourned_grave,"['posthumously', 'mourn', 'mourned', 'grave', 'founders', 'heartbreak', 'rip', 'ripbozo', 'sad', 'injured']","['RIP Brian Thompson.', 'Fun socks: on\r\n\r\nPant legs: rolled up past ankle\r\n\r\nPatagonia vest: unzipped\r\n\r\nEmails: replied ""yes Massa""\r\n\r\nYup, I\'m thinkin it\'s time to posthumously fellate Brian Thompson', 'The annual appearance  of the holiday suits marks a joyous end of another year in our cycle of free monthly events. Big props to our co-founders Ben Thoma  and Brian Thompson  for donning their festive attire! #CMcycle #CMATX']",posthumously - mourn - mourned - grave - founders - heartbreak - rip - ripbozo - sad - injured,False,12/12/2024 3:59
"Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…",10,10_grieving_condolences_whistleblower_brianthompsom,"['grieving', 'condolences', 'whistleblower', 'brianthompsom', 'died', 'mourn', 'everyone', 'death', 'sad', 'devastating']","[""Brian Thompson and his family live in the next town over from me. His wife and two boys are going to sleep tonight after enduring the worst day of their lives. They'll never have a normal holiday season ever again. Millions of people watched their husband & dad get killed.\r\n\r\nShit…"", 'A day that shall live in infamy: December 4, 2024: Brian Thompson rendered deceased:   The greatest love: John 15:13. Holding Genesis 9:6 accountable. God’s armies intended: second amendment:\r\nDavid’s/Goliath.', ""This is ghastly. Seek Jesus, repent. 1 second here, next second crossing over. Where would you land if your time was up today?\r\nJesus Christ is my Lord and Savior!\r\nGodspeed Brian Thompson. May God's grace surround his family.""]",grieving - condolences - whistleblower - brianthompsom - died - mourn - everyone - death - sad - devastating,False,12/12/2024 3:59
"Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator",20,20_bill_poor_socialists_based,"['bill', 'poor', 'socialists', 'based', 'companies', 'employees', 'evidence', 'payer', 'hospital', 'cause']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\r\n\r\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']",bill - poor - socialists - based - companies - employees - evidence - payer - hospital - cause,True,12/12/2024 3:58
